,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,accommodates,host_is_superhost,host_response_rate,host_response_time,listing_url,maximum_nights,property_type,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,distancia
0,41339,Porto city flat near the sea,180050.0,Paula,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,60.0,2.0,20.0,2022-07-28,0.17,1.0,93.0,3.0,29049/AL,5.0,f,0.0,nan,https://www.airbnb.com/rooms/41339,120.0,Entire rental unit,4.7,4.85,4.9,4.8,4.55,4.7,4.65,4.140762212991071
3,86388,A Formosa - a nest made for two,185209.0,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60922,Private room,33.0,2.0,194.0,2022-11-27,1.37,8.0,314.0,45.0,6995/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/86388,31.0,Private room in rental unit,4.76,4.93,4.65,4.93,4.87,4.74,4.76,0.14821541635532268
4,87873,Oporto Apartment Triplex,480980.0,Paula,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,64.0,3.0,225.0,2022-11-24,1.74,3.0,281.0,31.0,634/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/87873,14.0,Entire rental unit,4.87,4.97,4.89,4.94,4.51,4.79,4.81,1.0731780782452351
5,91439,A Formosa 2 -The red sofa room,185209.0,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,35.0,2.0,191.0,2022-11-27,1.35,8.0,324.0,40.0,6995/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/91439,1125.0,Private room in rental unit,4.86,4.89,4.75,4.93,4.88,4.78,4.76,0.16533952483836817
6,400134,Studio 4,1997241.0,Studios,PORTO,Bonfim,41.15215,-8.60375,Entire home/apt,67.0,3.0,12.0,2021-10-27,0.1,8.0,359.0,0.0,6688-AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/400134,30.0,Entire rental unit,4.33,4.42,4.67,4.33,4.58,4.18,4.42,0.6624066728944974
7,738602,Clérigos Downtown - Historic Center,2220420.0,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14581,-8.61272,Entire home/apt,134.0,2.0,413.0,2022-11-28,3.35,8.0,233.0,57.0,28177/AL,7.0,f,100.0,within an hour,https://www.airbnb.com/rooms/738602,365.0,Entire rental unit,4.81,4.84,4.82,4.87,4.88,4.72,4.76,0.44813541175288696
8,94701,Big TERRACE APARTMENT / city center,505473.0,Gundega & Antonio,PORTO,Bonfim,41.14707,-8.60109,Entire home/apt,68.0,3.0,288.0,2022-10-23,2.04,1.0,365.0,3.0,85541/AL,3.0,f,100.0,within an hour,https://www.airbnb.com/rooms/94701,365.0,Entire rental unit,4.85,4.94,4.85,4.97,4.84,4.77,4.77,0.8682385491875358
9,746214,Great room in Oporto's centre WIFI,2861881.0,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51.0,2.0,46.0,2019-05-02,0.39,6.0,0.0,0.0,AL 52876,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/746214,1124.0,Private room in home,4.84,4.69,4.84,4.68,4.76,4.75,4.75,0.585860994817892
10,403114,Blue Oporto Home River Front - Ribeira,2010935.0,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13899,-8.6151,Entire home/apt,88.0,2.0,141.0,2022-11-23,1.1,13.0,243.0,7.0,6852/AL,4.0,t,97.0,within an hour,https://www.airbnb.com/rooms/403114,270.0,Entire rental unit,4.93,4.92,4.96,4.96,4.98,4.95,4.88,1.2310820077083138
11,96394,Boat Blue Days,511741.0,Manuel,VILA NOVA DE GAIA,Canidelo,41.1411,-8.65148,Entire home/apt,214.0,1.0,10.0,2022-06-13,0.13,1.0,364.0,2.0,90/2015,4.0,f,0.0,a few days or more,https://www.airbnb.com/rooms/96394,5.0,Boat,5.0,5.0,5.0,5.0,5.0,5.0,4.9,3.5269491440389054
12,404688,Holiday Villa - Casa do Sobreiro,2016951.0,António Luís,GONDOMAR,Melres e Medas,41.07471,-8.41248,Entire home/apt,150.0,3.0,91.0,2022-09-03,0.79,1.0,279.0,6.0,32568/AL,9.0,f,0.0,nan,https://www.airbnb.com/rooms/404688,180.0,Entire home,4.66,4.65,4.43,4.67,4.75,4.56,4.62,18.59219730948016
13,748133,HEART OF THE CITY - SPACIOUS FLAT,3928878.0,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14688,-8.61333,Entire home/apt,50.0,2.0,319.0,2020-08-15,2.92,1.0,0.0,0.0,49892/AL,4.0,f,0.0,nan,https://www.airbnb.com/rooms/748133,30.0,Entire rental unit,4.54,4.75,4.57,4.71,4.92,4.41,4.56,0.364519581980989
14,100521,casa de praia,528145.0,Isabel Morgado,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07378,-8.65368,Private room,80.0,1.0,0.0,nan,1.1466666666666667,1.0,365.0,0.0,nan,1.0,f,0.0,a few days or more,https://www.airbnb.com/rooms/100521,730.0,Private room in rental unit,4.67,4.7700000000000005,4.683333333333334,4.7,4.43,4.556666666666666,4.6000000000000005,9.160973784760122
15,758709,Basic Studio With Top Location and View . Carmo 1,3944088.0,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14655,-8.61746,Entire home/apt,44.0,3.0,322.0,2022-11-21,2.66,7.0,356.0,35.0,19269/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/758709,180.0,Entire rental unit,4.68,4.85,4.6,4.8,4.78,4.42,4.52,0.6455407719559194
16,411572,T0 (Studio for Peaceful Holidays by the Sea),2048592.0,Maria,VILA NOVA DE GAIA,São Félix da Marinha,41.03993,-8.64003,Entire home/apt,65.0,2.0,3.0,2022-08-31,0.03,1.0,343.0,2.0,nan,4.0,f,100.0,within a day,https://www.airbnb.com/rooms/411572,365.0,Tiny home,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.43666658251771
17,100661,A Formosa 3 - Little Vintage Nook,185209.0,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,30.0,2.0,111.0,2022-12-04,0.8,8.0,319.0,28.0,6995/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/100661,365.0,Private room in rental unit,4.78,4.9,4.71,4.92,4.87,4.77,4.69,0.16533952483836817
18,759702,Basic Studio With Top Location . Carmo 2,3944088.0,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.61742,Entire home/apt,49.0,3.0,152.0,2022-03-31,1.25,7.0,351.0,5.0,19288/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/759702,180.0,Entire rental unit,4.76,4.86,4.7,4.81,4.87,4.53,4.62,0.5916014326017911
19,104045,Aida Duplex Apartment | 5 Bedrooms,541968.0,Aida,PORTO,Bonfim,41.15877,-8.59893,Entire home/apt,245.0,4.0,277.0,2022-11-04,2.0,1.0,357.0,14.0,11205/AL,8.0,f,100.0,within an hour,https://www.airbnb.com/rooms/104045,120.0,Entire rental unit,4.67,4.85,4.68,4.91,4.21,4.56,4.66,1.4296995900039355
20,424705,Shining view in the city heart 5,1630185.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61718,Entire home/apt,95.0,3.0,56.0,2022-10-29,0.44,15.0,349.0,12.0,5929/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/424705,1125.0,Entire rental unit,4.93,4.93,4.93,4.89,4.84,4.85,4.82,0.9329038094082316
21,429790,Just a 5minute walk from the beach!,2136541.0,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20043,-8.70667,Entire home/apt,38.0,4.0,133.0,2022-12-01,1.17,1.0,182.0,20.0,nan,3.0,f,90.0,within a few hours,https://www.airbnb.com/rooms/429790,1125.0,Entire rental unit,4.8,4.89,4.5,4.83,4.56,4.63,4.72,9.807946378977222
22,105347,Minha casinha / My little house,544104.0,Manuel,VILA NOVA DE GAIA,Oliveira do Douro,41.12961,-8.58427,Entire home/apt,55.0,4.0,142.0,2022-10-30,1.22,1.0,1.0,19.0,nan,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/105347,1125.0,Entire guesthouse,4.96,4.96,4.99,4.94,4.58,4.86,4.89,3.148632432912307
24,764471,"City center, Free Parking, fantastic view",4030159.0,Dalila,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1447,-8.60541,Entire home/apt,48.0,2.0,533.0,2022-12-11,4.35,1.0,241.0,81.0,132540/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/764471,15.0,Entire rental unit,4.89,4.84,4.86,4.88,4.85,4.78,4.77,0.7128688810518824
25,769605,Studio in  Porto,3163699.0,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14283,-8.60787,Entire home/apt,55.0,3.0,49.0,2022-10-03,0.46,2.0,3.0,14.0,nan,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/769605,1125.0,Entire rental unit,4.65,4.94,4.47,4.96,4.88,4.59,4.57,0.7943942364862169
26,108153,Rooms-Piscina-Praia,559704.0,Armando,ESPINHO,Anta e Guetim,40.99902,-8.6163,Private room,60.0,2.0,9.0,2022-09-24,0.12,2.0,365.0,3.0,10224,2.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/108153,1125.0,Private room in guesthouse,4.78,4.78,4.67,4.56,4.44,4.67,4.56,16.749849557653093
27,780430,"ExtendALL, PORTO Studio 1",4115877.0,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14195,-8.61844,Entire home/apt,100.0,2.0,21.0,2021-12-05,0.18,3.0,180.0,0.0,52937/AL,3.0,f,0.0,nan,https://www.airbnb.com/rooms/780430,360.0,Entire loft,4.76,4.95,4.9,4.76,4.81,4.7,4.76,1.059338833108746
28,780538,"ExtendALL, PORTO Loft",4115877.0,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14008,-8.62086,Entire home/apt,120.0,2.0,43.0,2022-09-14,0.35,3.0,114.0,2.0,52937/AL,6.0,f,0.0,nan,https://www.airbnb.com/rooms/780538,365.0,Entire loft,4.88,5.0,4.95,4.95,4.9,4.86,4.81,1.3476434032855467
29,450872,GuestReady - Charm Loft,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61356,Entire home/apt,36.0,2.0,401.0,2022-12-10,3.15,245.0,277.0,42.0,55201/AL,4.0,f,0.0,nan,https://www.airbnb.com/rooms/450872,365.0,Entire rental unit,4.57,4.43,4.12,4.55,4.9,4.32,4.46,0.8021246967309871
30,113586,1 Bedroom Vintage Apartment 60sqm Clérigos,577638.0,César,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61447,Entire home/apt,47.0,4.0,225.0,2022-11-11,1.61,1.0,118.0,25.0,5380/AL,3.0,t,100.0,within an hour,https://www.airbnb.com/rooms/113586,60.0,Entire rental unit,4.86,4.9,4.88,4.94,4.92,4.69,4.79,0.4978150173246456
32,786791,Aposentus - Lapa Downtown,179432438.0,Aposentus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15821,-8.6124,Entire home/apt,44.0,3.0,102.0,2022-10-31,0.84,44.0,347.0,26.0,9049/AL,3.0,f,100.0,within an hour,https://www.airbnb.com/rooms/786791,365.0,Entire rental unit,4.7,4.7,4.41,4.73,4.5,4.48,4.61,0.9655900225561784
33,819535,Clérigos Room | Historic Centre,2220420.0,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14576,-8.61271,Private room,45.0,2.0,818.0,2022-11-26,6.75,8.0,334.0,82.0,28177/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/819535,1120.0,Private room in rental unit,4.85,4.85,4.81,4.88,4.87,4.67,4.75,0.45308702418328406
34,827208,Sailing boat at the beach,4338551.0,Aude,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1868,-8.70497,Entire home/apt,74.0,2.0,20.0,2022-10-04,0.17,1.0,362.0,9.0,228/AL,8.0,f,100.0,within a day,https://www.airbnb.com/rooms/827208,1125.0,Boat,4.42,5.0,4.74,5.0,4.37,4.47,4.37,8.894529790540608
36,852698,Central House with 2 bedrooms and private garden,2861881.0,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14722,-8.60383,Entire home/apt,150.0,1.0,7.0,2018-08-22,0.06,6.0,0.0,0.0,AL 52876,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/852698,1124.0,Entire home,4.71,4.86,4.71,4.86,4.86,4.5,4.29,0.6484377468465345
37,853908,A Casa Formosa - MidCentury Haven,185209.0,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14905,-8.60905,Entire home/apt,150.0,5.0,150.0,2022-10-07,1.29,8.0,275.0,8.0,6995/AL,8.0,t,100.0,within an hour,https://www.airbnb.com/rooms/853908,1125.0,Entire rental unit,4.28,4.8,4.11,4.79,4.91,4.23,4.33,0.16653547327278057
38,122362,Private house in Oporto - Portugal,613350.0,Olga,PORTO,Paranhos,41.17563,-8.62323,Entire home/apt,83.0,2.0,78.0,2022-11-14,0.77,1.0,340.0,13.0,17076/AL,9.0,t,100.0,within an hour,https://www.airbnb.com/rooms/122362,730.0,Entire home,4.83,4.9,4.79,4.9,4.44,4.65,4.67,3.0729398665818017
39,860418,Guest-House in Trindade - Center,2514783.0,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15604,-8.60933,Private room,37.0,3.0,130.0,2022-11-29,1.14,5.0,178.0,21.0,49685/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/860418,50.0,Private room in rental unit,4.69,4.79,4.52,4.87,4.66,4.65,4.7,0.728059861655295
40,486268,Solar Piedade - FANTASTIC 5 bedroom villa,2406517.0,Hélder,VALONGO,Alfena,41.23578,-8.52927,Entire home/apt,260.0,5.0,38.0,2022-09-25,0.37,1.0,292.0,11.0,15264/AL,12.0,f,100.0,within an hour,https://www.airbnb.com/rooms/486268,60.0,Farm stay,4.95,4.97,4.97,4.97,4.62,4.97,4.95,11.76787170505924
41,125872,B&B - Luxury Suite with HQ private bath,625145.0,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12424,-8.61346,Private room,68.0,2.0,241.0,2022-09-25,1.72,5.0,365.0,15.0,Exempt,2.0,f,79.0,within an hour,https://www.airbnb.com/rooms/125872,365.0,Private room in rental unit,4.73,4.64,4.92,4.59,4.46,4.65,4.71,2.8280412039545935
42,496647,Shining view in the city heart 1,1630185.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1441,-8.61759,Entire home/apt,82.0,2.0,13.0,2022-04-11,0.1,15.0,342.0,2.0,5929/AL,3.0,f,100.0,within an hour,https://www.airbnb.com/rooms/496647,1125.0,Entire rental unit,4.85,4.85,5.0,4.85,4.92,4.77,4.92,0.829344495113808
43,870040,Back-to-Back House I - City Centre,4585046.0,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15117,-8.61461,Entire home/apt,48.0,2.0,414.0,2022-11-30,3.57,1.0,148.0,56.0,nan,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/870040,1125.0,Entire home,4.72,4.87,4.58,4.9,4.87,4.56,4.64,0.35632653184580637
44,878879,1 bedroom for 1-3 persons,2554908.0,Yuriy,GONDOMAR,Rio Tinto,41.17257,-8.56586,Private room,76.0,1.0,0.0,nan,1.8066666666666666,1.0,365.0,0.0,nan,1.0,f,0.0,nan,https://www.airbnb.com/rooms/878879,1125.0,Private room in rental unit,4.746666666666666,4.756666666666667,4.566666666666666,4.703333333333333,4.703333333333333,4.596666666666667,4.503333333333334,4.5541551245612375
45,127208,B & B  Room Yoga Garden's Place,630252.0,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,31.0,2.0,494.0,2022-12-06,3.64,1.0,276.0,33.0,34971/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/127208,1125.0,Private room in home,4.89,4.96,4.95,4.96,4.52,4.87,4.85,1.8480448310886322
46,901441,Go2oporto @ Ribeira do Porto 1,399503.0,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14022,-8.61528,Entire home/apt,91.0,2.0,37.0,2022-11-04,0.41,11.0,315.0,12.0,31834/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/901441,540.0,Entire rental unit,4.81,4.78,4.83,4.89,5.0,4.81,4.86,1.1056126212310704
47,901491,Go2oporto @ Ribeira do Porto 2,399503.0,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14023,-8.61512,Entire home/apt,91.0,2.0,7.0,2022-09-29,0.08,11.0,327.0,4.0,31839/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/901491,540.0,Entire rental unit,4.71,5.0,4.14,4.71,5.0,4.43,4.71,1.1001877219269969
48,901558,Go2oporto @ Ribeira do Porto 3,399503.0,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14021,-8.6155,Entire home/apt,86.0,2.0,11.0,2022-08-06,0.09,11.0,336.0,5.0,31843/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/901558,540.0,Entire rental unit,4.82,4.55,4.45,4.36,5.0,4.64,4.64,1.1129025678172217
49,502059,Home in the geographic center Porto,2477477.0,Monica,PORTO,Ramalde,41.16693,-8.63799,Private room,45.0,1.0,244.0,2018-09-11,1.91,1.0,0.0,0.0,nan,2.0,f,0.0,nan,https://www.airbnb.com/rooms/502059,30.0,Private room in home,4.76,4.92,4.54,4.89,4.43,4.53,4.64,2.9760426723138633
50,128557,B&B-High Quality room 10min. walk from WineCellars,625145.0,Manuel & Family,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12557,-8.61512,Private room,28.0,1.0,474.0,2022-11-27,3.39,5.0,333.0,74.0,Exempt,2.0,f,79.0,within an hour,https://www.airbnb.com/rooms/128557,365.0,Private room in rental unit,4.62,4.64,4.8,4.65,4.43,4.65,4.69,2.695283283105773
51,510404,Guest-House in the centre of Porto,2514783.0,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15605,-8.60928,Private room,36.0,3.0,162.0,2022-11-01,1.29,5.0,179.0,18.0,49685/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/510404,35.0,Private room in rental unit,4.63,4.81,4.38,4.9,4.63,4.57,4.68,0.729919854770564
52,903893,B. Places I,4656501.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14365,-8.61753,Entire home/apt,66.0,1.0,1.0,2022-05-31,0.15,10.0,334.0,1.0,18106/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/903893,1125.0,Entire rental unit,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8636655655609413
53,903967,B. Places II,4656501.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14142,-8.61745,Entire home/apt,67.0,1.0,18.0,2022-10-10,0.2,10.0,335.0,11.0,18107/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/903967,1125.0,Entire rental unit,4.89,5.0,4.89,4.78,4.89,4.67,4.78,1.062136551133401
54,131994,Studio - Casa do Pinheiro,648963.0,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14993,-8.6151,Entire home/apt,40.0,2.0,211.0,2022-12-12,1.51,2.0,180.0,40.0,6184/AL,2.0,t,80.0,within an hour,https://www.airbnb.com/rooms/131994,365.0,Entire rental unit,4.87,4.83,4.75,4.86,4.9,4.73,4.69,0.3535706655232401
55,904089,B. Places III,4656501.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14287,-8.61613,Entire home/apt,66.0,1.0,36.0,2022-05-29,0.31,10.0,329.0,10.0,18108/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/904089,1125.0,Entire rental unit,4.69,4.77,4.83,4.85,4.89,4.63,4.63,0.8670608378077118
56,904277,B. Places V,4656501.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14215,-8.61763,Entire home/apt,102.0,1.0,60.0,2022-11-17,0.52,10.0,333.0,14.0,18110/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/904277,364.0,Entire rental unit,4.86,4.9,4.83,4.9,4.9,4.63,4.58,1.0019057355714067
57,510406,Guest-House in the centre of Porto,2514783.0,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15194,-8.60782,Private room,37.0,3.0,202.0,2022-11-19,1.72,5.0,176.0,31.0,49685/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/510406,50.0,Private room in rental unit,4.65,4.79,4.35,4.73,4.62,4.52,4.58,0.36633956141325175
58,133099,Duplex Apartment - Casa do Pinheiro,648963.0,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506,-8.61391,Entire home/apt,47.0,2.0,170.0,2022-11-02,1.22,2.0,180.0,35.0,6184/AL,4.0,t,80.0,within an hour,https://www.airbnb.com/rooms/133099,365.0,Entire rental unit,4.87,4.94,4.8,4.96,4.87,4.79,4.77,0.2754628137958744
59,904293,B. Places IV,4656501.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14309,-8.61706,Entire home/apt,109.0,1.0,40.0,2022-10-07,0.38,10.0,317.0,5.0,18109/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/904293,1125.0,Entire rental unit,4.84,4.95,4.89,4.95,4.85,4.59,4.62,0.8888460325446068
60,133803,"Sun, sea & city.",489762.0,Sun Sea City,VILA NOVA DE GAIA,Canidelo,41.1277,-8.66321,Entire home/apt,157.0,3.0,177.0,2020-10-25,2.21,1.0,0.0,0.0,80653,6.0,f,0.0,nan,https://www.airbnb.com/rooms/133803,1125.0,Entire condo,4.94,4.98,4.84,4.99,4.84,4.94,4.86,5.01195724223523
61,904297,B. Places VI,4656501.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14355,-8.61621,Entire home/apt,103.0,1.0,52.0,2022-11-23,0.49,10.0,323.0,20.0,18111/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/904297,364.0,Entire rental unit,4.85,4.9,4.77,4.92,4.98,4.79,4.65,0.806383002710484
62,518534,RIVERTOP by YoursPorto,1675750.0,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,85.0,1.0,382.0,2022-11-26,2.99,19.0,263.0,60.0,7437/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/518534,365.0,Entire rental unit,4.91,4.82,4.84,4.88,4.95,4.81,4.78,1.1241859300954389
63,134570,Luxury OPO Beachfront Penthouse w/Pools,660293.0,Natacha,VILA NOVA DE GAIA,Madalena,41.10432,-8.66025,Entire home/apt,233.0,2.0,95.0,2022-11-05,0.73,1.0,356.0,20.0,2191/AL,8.0,t,100.0,within an hour,https://www.airbnb.com/rooms/134570,27.0,Entire condo,4.95,4.95,5.0,4.99,4.88,4.97,4.94,6.51427325272266
64,530311,Apartment near to Port Wine Cellars,2604677.0,Adelino,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13501,-8.61047,Entire home/apt,91.0,3.0,163.0,2022-04-05,1.3,1.0,198.0,3.0,45489/2017-333130,5.0,f,0.0,nan,https://www.airbnb.com/rooms/530311,1125.0,Entire rental unit,4.78,4.92,4.76,4.92,4.88,4.68,4.71,1.6227335220862729
65,139425,"Cozy flat- air cond, rooftop terrace, free parking",680010.0,Liana,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,59.0,2.0,222.0,2022-11-01,1.59,12.0,351.0,33.0,4833/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/139425,365.0,Entire rental unit,4.61,4.78,4.47,4.82,4.44,4.47,4.6,1.4455149353456702
66,927972,downtown|84 Historic Centre Duplex,4994754.0,Oportodowntown|84,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14297,-8.61462,Entire home/apt,142.0,2.0,321.0,2022-12-11,2.74,2.0,0.0,29.0,25061/AL,9.0,t,100.0,within an hour,https://www.airbnb.com/rooms/927972,30.0,Entire condo,4.92,4.93,4.9,4.93,4.93,4.8,4.79,0.8003259487977573
67,141255,Yellow House -  Casa CF,663708.0,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19279,-8.66029,Private room,55.0,3.0,1.0,2022-07-08,0.19,3.0,92.0,1.0,96640/AL,4.0,f,0.0,nan,https://www.airbnb.com/rooms/141255,60.0,Private room in rental unit,5.0,5.0,5.0,5.0,4.0,5.0,4.0,6.336734087476911
68,940770,Loft Clérigos| Historic center,2220420.0,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14578,-8.61271,Entire home/apt,63.0,2.0,535.0,2022-11-27,4.54,8.0,337.0,63.0,26029/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/940770,1125.0,Entire rental unit,4.77,4.86,4.77,4.89,4.89,4.6,4.69,0.450991831326796
69,969918,"city centre, view to Douro river, private parking",3148983.0,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.60506,Entire home/apt,80.0,3.0,58.0,2018-06-23,0.51,2.0,1.0,0.0,56333/AL,6.0,f,0.0,nan,https://www.airbnb.com/rooms/969918,30.0,Entire rental unit,4.68,4.71,4.4,4.75,4.71,4.59,4.63,0.9051457987050692
70,530692,Very spacious and bright room downtown,2606384.0,Fernanda,PORTO,Bonfim,41.15258,-8.60187,Private room,30.0,5.0,12.0,2022-11-26,0.12,10.0,154.0,5.0,nan,1.0,f,100.0,within an hour,https://www.airbnb.com/rooms/530692,90.0,Private room in home,4.36,4.91,4.36,4.82,4.55,4.64,4.73,0.8254827800625254
71,155127,Apartment Douro river 5 km to Porto,745984.0,André,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.12465,-8.54445,Entire home/apt,90.0,2.0,111.0,2022-10-09,0.85,2.0,363.0,28.0,nan,6.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/155127,31.0,Entire rental unit,4.7,4.8,4.87,4.76,4.36,4.59,4.55,6.218075203559368
