,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,accommodates,host_is_superhost,host_response_rate,host_response_time,listing_url,maximum_nights,property_type,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,distancia
7683,48837642,"Quarto, cama de casal, WC privado no quarto.",78350239.0,Celso,PORTO,Lordelo do Ouro e Massarelos,41.15167,-8.63467,Private room,25.0,2.0,4.0,2021-08-29,0.21,5.0,0.0,0.0,Exempt,2.0,f,100.0,within a day,https://www.airbnb.com/rooms/48837642,1125.0,Private room in villa,4.5,5.0,4.5,5.0,4.75,4.75,4.75,2.003475566829033
7684,49071840,Almada 516 - Bright Studio w/ Balcony by LovelyStay,395762500.0,Tzach,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1522,-8.61161,Entire home/apt,32.0,2.0,64.0,2022-12-04,3.24,1.0,6.0,39.0,114205/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/49071840,270.0,Entire rental unit,4.72,4.77,4.55,4.75,4.8,4.47,4.58,0.2951552689322479
7685,49082574,GuestReady - Wellspring Mint,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15651,-8.60584,Entire home/apt,34.0,1.0,35.0,2022-10-25,1.75,245.0,295.0,23.0,58858/AL,6.0,f,0.0,nan,https://www.airbnb.com/rooms/49082574,365.0,Entire rental unit,4.34,4.31,3.8,4.37,4.29,3.86,3.97,0.8774104926338793
7686,49101668,🌱 Almada 🌱,28297269.0,Laurent,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14897,-8.61095,Entire home/apt,86.0,3.0,106.0,2022-12-13,5.2,3.0,141.0,60.0,114862/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49101668,365.0,Entire rental unit,4.98,4.93,4.97,4.96,4.99,4.98,4.99,0.0701777877886334
7687,49110840,Estúdio Da Rasa,130236463.0,Telma,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11516,-8.6125,Entire home/apt,96.0,3.0,2.0,2022-09-06,0.14,2.0,164.0,1.0,22440/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/49110840,1125.0,Entire rental unit,4.5,5.0,5.0,5.0,5.0,5.0,5.0,3.8318970167302204
7688,49123958,Spacious Comfortable Apartment w/ Balcony,12730028.0,Host Wise,PORTO,Bonfim,41.14953,-8.59962,Entire home/apt,101.0,1.0,15.0,2022-11-12,0.75,190.0,303.0,14.0,120218/AL,8.0,f,100.0,within an hour,https://www.airbnb.com/rooms/49123958,365.0,Entire rental unit,4.53,4.8,4.6,4.53,4.73,4.47,4.53,0.9444970059867331
7689,48089487,Lemon Tree Garden - 2 BR Apt in Top Location,46437461.0,Eran,PORTO,Bonfim,41.14349,-8.59831,Entire home/apt,69.0,2.0,17.0,2022-11-27,0.89,6.0,263.0,4.0,115224/AL,6.0,f,97.0,within an hour,https://www.airbnb.com/rooms/48089487,270.0,Entire rental unit,4.82,4.47,4.18,4.53,4.47,4.53,4.35,1.254161309309437
7690,48842898,PortoBelo Apartment III: freeParking downtown,158842882.0,Renata E Filipe,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503,-8.6041,Entire home/apt,84.0,1.0,5.0,2022-09-14,0.36,4.0,353.0,2.0,70369/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48842898,1125.0,Entire rental unit,5.0,5.0,4.6,5.0,5.0,4.6,4.0,0.574650825725748
7691,48089964,"Quarto virado a Sul, Antas SAL102",387769682.0,Eliana,PORTO,Campanhã,41.16698,-8.58677,Private room,10.0,90.0,0.0,nan,3.296666666666667,3.0,145.0,0.0,Exempt,1.0,f,0.0,nan,https://www.airbnb.com/rooms/48089964,180.0,Private room in serviced apartment,4.95,4.903333333333333,4.966666666666667,4.973333333333334,4.81,4.966666666666667,4.8566666666666665,2.7956548374631516
7692,48115003,"Quarto com Varanda Sul, Antas  SAL201",387769682.0,Eliana,PORTO,Campanhã,41.16846,-8.58686,Private room,10.0,90.0,0.0,nan,3.296666666666667,3.0,215.0,0.0,Exempt,1.0,f,0.0,nan,https://www.airbnb.com/rooms/48115003,180.0,Private room in serviced apartment,4.95,4.903333333333333,4.966666666666667,4.973333333333334,4.81,4.966666666666667,4.8566666666666665,2.906608329208002
7693,48163974,Classic Cozy Flat w/ Prime Location,12730028.0,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14736,-8.60604,Entire home/apt,58.0,1.0,13.0,2022-08-24,0.64,190.0,260.0,8.0,115133/AL,3.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48163974,365.0,Entire rental unit,3.46,3.92,4.0,3.15,4.77,3.38,3.54,0.4771074991190385
7694,48844173,Downtown Porto Spot- central 2 bedroom Apartment,110989657.0,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.151226,-8.61199,Entire home/apt,61.0,3.0,50.0,2022-12-11,2.86,4.0,352.0,45.0,66226/AL,5.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48844173,1125.0,Entire rental unit,5.0,5.0,4.94,4.98,4.96,5.0,4.96,0.202530868151371
7696,48165938,T2 St. Ildefonso 3F + 3T,12730028.0,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14692,-8.60499,Entire home/apt,112.0,2.0,2.0,2022-07-22,0.36,190.0,257.0,2.0,48658/AL,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48165938,200.0,Entire rental unit,4.0,5.0,3.0,3.0,4.0,3.5,4.0,0.5776514107117158
7697,49135912,MyTrip Porto - Double room near the beach,11780893.0,Sofia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.180531,-8.688546,Private room,51.0,1.0,1.0,2021-05-16,0.05,22.0,337.0,0.0,108224/AL,2.0,t,90.0,within an hour,https://www.airbnb.com/rooms/49135912,60.0,Room in boutique hotel,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.3535926779203775
7698,49135926,MyTrip Porto -Superb double room by the beach,11780893.0,Sofia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.180531,-8.688546,Private room,51.0,1.0,34.0,2022-12-01,1.69,22.0,338.0,28.0,102575/AL,2.0,t,90.0,within an hour,https://www.airbnb.com/rooms/49135926,60.0,Room in boutique hotel,4.94,5.0,4.97,4.94,4.82,4.94,4.74,7.3535926779203775
7699,48179459,Casa à beira rio Villa Douro,173713478.0,Joel E Sofia,SANTA MARIA DA FEIRA,"Canedo, Vale e Vila Maior",41.04935,-8.44438,Entire home/apt,75.0,2.0,2.0,2022-01-02,0.13,1.0,363.0,1.0,83974/AL,5.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/48179459,1125.0,Entire cottage,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.859294729317785
7700,49136120,MyTrip Porto - Fantastic double room at the beach,11780893.0,Sofia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.180531,-8.688546,Private room,53.0,1.0,5.0,2022-06-06,0.25,22.0,351.0,2.0,102575/AL,2.0,t,90.0,within an hour,https://www.airbnb.com/rooms/49136120,365.0,Room in boutique hotel,4.8,5.0,4.6,5.0,4.8,4.8,4.6,7.3535926779203775
7701,49136122,MyTrip Porto - Fantastic double room by the beach,11780893.0,Sofia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.180531,-8.688546,Private room,53.0,1.0,1.0,2022-09-06,0.29,22.0,351.0,1.0,102575/AL,2.0,t,90.0,within an hour,https://www.airbnb.com/rooms/49136122,60.0,Room in boutique hotel,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.3535926779203775
7702,49143258,Formosa Lofts - 2nd floor,161318623.0,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14992,-8.60853,Entire home/apt,71.0,2.0,43.0,2022-10-30,2.61,6.0,342.0,33.0,114705/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49143258,1125.0,Entire rental unit,4.95,4.98,4.93,4.91,4.95,4.98,4.91,0.20160246820492067
7703,49155291,Formosa Lofts - 3rd floor,161318623.0,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15021,-8.61009,Entire home/apt,80.0,2.0,19.0,2022-11-07,1.4,6.0,344.0,18.0,114744/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49155291,1125.0,Entire rental unit,5.0,5.0,4.84,4.84,4.79,4.84,4.89,0.09591845083034525
7704,49155520,Formosa Lofts Duplex - 4th floor,161318623.0,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14993,-8.60787,Entire home/apt,90.0,2.0,43.0,2022-10-05,2.17,6.0,307.0,37.0,114745/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49155520,1125.0,Entire rental unit,5.0,4.93,4.88,4.91,4.93,4.81,4.81,0.2563385352754166
7706,49168183,The Kiss - 1 BR Apt with Terrace,46437461.0,Eran,PORTO,Bonfim,41.14277,-8.59859,Entire home/apt,44.0,2.0,2.0,2021-12-06,0.1,6.0,264.0,0.0,114992/AL,4.0,f,97.0,within an hour,https://www.airbnb.com/rooms/49168183,270.0,Entire rental unit,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.2803303720022308
7707,49190145,Heart of D. Pedro: Pink - by LovelyStay,360167127.0,Altino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15186,-8.61119,Entire home/apt,29.0,2.0,63.0,2022-11-29,3.2,5.0,212.0,36.0,113263/AL,2.0,f,97.0,within an hour,https://www.airbnb.com/rooms/49190145,270.0,Entire rental unit,4.84,4.75,4.73,4.83,4.87,4.87,4.81,0.25247084322844937
7709,48861189,"""HISTORICAL CENTER APARTMENT""",23327368.0,Toño,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1418,-8.61672,Entire home/apt,74.0,2.0,11.0,2022-07-20,0.76,6.0,6.0,9.0,34367/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48861189,1125.0,Entire rental unit,4.64,4.91,4.64,5.0,4.91,4.45,4.55,0.9948555830067889
7710,48180943,Quinta da Belavista by LovelyStay,388689086.0,Luís,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12026,-8.63575,Entire home/apt,86.0,2.0,17.0,2022-11-20,0.98,1.0,0.0,15.0,100686/AL,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48180943,270.0,Entire rental unit,4.65,4.71,4.18,4.82,4.29,4.53,4.53,3.8697232623367945
7711,48861417,Lovely Porto - Apartment Center of Porto,61814818.0,Maria,PORTO,Paranhos,41.16354,-8.606568,Entire home/apt,79.0,3.0,30.0,2022-12-03,1.68,1.0,215.0,22.0,116320/AL,2.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/48861417,1125.0,Entire rental unit,4.8,4.87,4.97,4.87,4.7,4.83,4.83,1.591920670007515
7712,48868924,SEA VIEW BEDROOM CASA SCANDIC MATOSINHOS BEACH,392357288.0,Casa Scandic,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18422,-8.69267,Private room,55.0,2.0,13.0,2022-10-03,0.8,7.0,60.0,7.0,126997/AL,2.0,f,80.0,within an hour,https://www.airbnb.com/rooms/48868924,34.0,Private room in serviced apartment,4.77,4.85,4.69,4.85,4.77,4.69,4.77,7.852985846639711
7713,48869099,BOUTIQUE HOUSE - CASA SCANDIC AT MATOSINHOS BEACH,392357288.0,Casa Scandic,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18566,-8.69213,Private room,35.0,2.0,15.0,2022-11-26,2.21,7.0,28.0,15.0,126997/AL,2.0,f,80.0,within an hour,https://www.airbnb.com/rooms/48869099,30.0,Private room in rental unit,4.73,4.67,4.6,4.87,4.33,4.8,4.73,7.893671901917626
7714,48212736,Estudio2 D.Luis -7 Bridges - Porto-houses&suites,17289096.0,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15096,-8.6142,Entire home/apt,60.0,2.0,2.0,2022-08-06,0.11,13.0,337.0,1.0,114018/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48212736,30.0,Entire rental unit,4.5,4.5,5.0,5.0,5.0,4.5,5.0,0.31498015622707964
7715,48214007,Estudio3 Arrabida -7 Bridges - Porto-houses&suites,17289096.0,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15051,-8.61444,Entire home/apt,69.0,2.0,2.0,2021-09-11,0.12,13.0,333.0,0.0,114018/AL,3.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48214007,1125.0,Entire rental unit,5.0,5.0,5.0,4.5,5.0,5.0,5.0,0.313195245762869
7717,48223581,Oporto Downtown View Apartment,75433361.0,Romain,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14119,-8.61411,Entire home/apt,47.0,2.0,58.0,2022-11-13,2.88,8.0,280.0,44.0,55201/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48223581,1125.0,Entire rental unit,4.95,4.86,4.88,4.88,4.97,4.83,4.83,0.973011357648248
7718,48876322,Valadim Flats - VF Porto,393996178.0,Elisa,PORTO,Ramalde,41.16477,-8.63596,Entire home/apt,68.0,2.0,10.0,2022-09-30,1.22,2.0,65.0,10.0,114400/AL,4.0,f,83.0,within a day,https://www.airbnb.com/rooms/48876322,30.0,Entire rental unit,4.9,4.9,4.5,4.2,4.8,4.6,4.7,2.692030207518426
7719,49190268,Heart of D. Pedro: Dragon - by LovelyStay,360167127.0,Altino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15286,-8.61055,Entire home/apt,35.0,2.0,59.0,2022-12-03,3.18,5.0,206.0,35.0,113642/AL,2.0,f,97.0,within an hour,https://www.airbnb.com/rooms/49190268,270.0,Entire rental unit,4.8,4.76,4.59,4.83,4.81,4.69,4.69,0.3636780315615808
7720,49192434,Roomy Restful Apartment w/ Balcony,12730028.0,Host Wise,PORTO,Bonfim,41.14758,-8.5987,Entire home/apt,104.0,1.0,6.0,2022-10-04,0.72,190.0,309.0,6.0,120213/AL,8.0,f,100.0,within an hour,https://www.airbnb.com/rooms/49192434,365.0,Entire rental unit,4.33,4.5,4.17,4.67,4.0,4.17,4.0,1.0459139351278002
7721,48223596,In Lapa 1 Oporto apartment,388932996.0,Nicola,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15961,-8.61297,Entire home/apt,40.0,2.0,9.0,2021-11-01,0.48,1.0,319.0,0.0,113752/AL,2.0,f,0.0,a few days or more,https://www.airbnb.com/rooms/48223596,1125.0,Entire loft,4.22,4.44,4.89,4.56,4.33,4.22,4.22,1.1264724820474177
7722,48881440,Valadim Flats - VF 2T,393996178.0,Elisa,PORTO,Ramalde,41.16431,-8.63636,Entire home/apt,68.0,2.0,13.0,2022-09-07,0.79,2.0,74.0,12.0,114401/AL,4.0,f,83.0,within a day,https://www.airbnb.com/rooms/48881440,30.0,Entire rental unit,4.23,4.08,4.38,3.54,4.08,3.92,3.92,2.6867732034613163
7723,48936529,New Quinta dos Moinhos Douro / 6 chambres doubles,65554823.0,Tony,GONDOMAR,Melres e Medas,41.06195,-8.44826,Entire home/apt,394.0,3.0,11.0,2022-11-13,0.59,2.0,309.0,9.0,112244/AL,12.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48936529,1125.0,Entire villa,4.82,5.0,4.91,4.82,4.55,4.82,4.64,16.753467063236183
7724,48231142,Estudio5 Freixo - 7 Bridges - Porto-houses&suites,17289096.0,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15085,-8.61489,Entire home/apt,78.0,2.0,21.0,2022-10-14,1.2,13.0,353.0,14.0,114018/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48231142,30.0,Entire rental unit,4.9,4.95,4.81,4.95,4.9,4.86,4.9,0.3618369841195833
7725,48949094,Wonderful Duplex w/ Private Patio & AC by LovelyStay,394797846.0,Refael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1578,-8.61222,Entire home/apt,46.0,2.0,43.0,2022-12-04,2.08,1.0,246.0,14.0,114620/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48949094,270.0,Entire rental unit,4.77,4.51,4.74,4.77,4.7,4.74,4.72,0.918471556400583
7726,49195735,Rian - central 2 bedroom Apartment in Porto,396799606.0,Rogério,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14997,-8.61653,Entire home/apt,61.0,3.0,95.0,2022-11-21,4.8,1.0,340.0,58.0,113751/AL,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/49195735,7.0,Entire condo,4.88,4.85,4.89,4.93,4.92,4.75,4.75,0.47318558097313673
7727,48231218,Estudio6 S.João - 7 Bridges - Porto-houses&suites,17289096.0,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14881,-8.61454,Entire home/apt,81.0,2.0,17.0,2022-11-21,1.07,13.0,292.0,14.0,114018/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48231218,30.0,Entire rental unit,5.0,5.0,4.94,5.0,4.94,4.94,4.71,0.3171827021302446
7728,48951183,★ FLASH SALE! Discounts up to 40%!,12730028.0,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15698,-8.61986,Entire home/apt,83.0,1.0,19.0,2022-10-03,1.09,190.0,320.0,13.0,126235/AL,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48951183,365.0,Entire rental unit,4.16,4.47,4.16,3.95,4.42,4.16,4.05,1.1118321947015672
7729,48231417,Estudio7 D.Maria -7 Bridges - Porto-houses&suites,17289096.0,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.61494,Entire home/apt,75.0,2.0,36.0,2022-11-19,2.18,13.0,305.0,30.0,114018/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48231417,30.0,Entire rental unit,4.94,4.81,4.97,4.83,4.97,4.94,4.83,0.3429875846243579
7730,48971383,☆ New Studio w/ Stunning Terrace | Porto Center,376126563.0,Ines,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.142113,-8.616403,Entire home/apt,54.0,28.0,18.0,2022-10-18,1.0,4.0,348.0,11.0,34367/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48971383,60.0,Entire rental unit,3.39,4.22,3.89,3.56,4.39,3.5,3.5,0.9515297282451245
7731,49227294,River House,397096813.0,Yulan,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1479,-8.66758,Entire home/apt,360.0,2.0,45.0,2022-11-23,2.36,1.0,273.0,29.0,113505/AL,6.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49227294,1125.0,Entire townhouse,5.0,5.0,5.0,5.0,4.96,5.0,4.98,4.749590907808173
7733,49238607,Spectacular Bright Flats w/ Balcony,12730028.0,Host Wise,PORTO,Bonfim,41.14812,-8.59988,Entire home/apt,217.0,2.0,17.0,2022-10-25,1.98,190.0,296.0,17.0,120213/AL,16.0,f,100.0,within an hour,https://www.airbnb.com/rooms/49238607,200.0,Entire rental unit,4.41,4.82,4.71,4.76,4.47,4.47,4.65,0.9372661350703122
7734,48237978,The Brewmaster's House 2 | Studio Deluxe,89588787.0,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14852,-8.6121,Entire home/apt,67.0,1.0,4.0,2022-10-30,0.73,21.0,359.0,4.0,47094/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48237978,1125.0,Entire loft,5.0,4.5,5.0,4.75,4.5,4.75,4.75,0.15657941401527956
7735,48237981,The Brewmaster's House 3 | Superior Studio,89588787.0,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15048,-8.61258,Entire home/apt,67.0,1.0,2.0,2022-08-08,0.39,21.0,304.0,2.0,47094/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48237981,1125.0,Entire loft,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1713513225038815
7736,48237983,The Brewmaster's House 4 | Studio Deluxe,89588787.0,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15039,-8.61375,Entire home/apt,67.0,1.0,1.0,2022-08-18,0.25,21.0,356.0,1.0,47094/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48237983,1125.0,Entire loft,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.2542817217713538
7737,48238025,The Brewmaster's House 1 | Superior Studio,89588787.0,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14906,-8.61396,Entire home/apt,66.0,1.0,2.0,2022-08-09,0.25,21.0,356.0,2.0,47094/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48238025,1125.0,Entire rental unit,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.2631541358697671
7738,48238029,The Brewmaster's House 5 | Rooftop Bedroom,89588787.0,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15019,-8.61397,Entire home/apt,62.0,1.0,0.0,nan,0.41,21.0,330.0,0.0,47094/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48238029,1125.0,Entire loft,5.0,4.166666666666667,5.0,4.916666666666667,4.833333333333333,4.583333333333333,4.583333333333333,0.26528719386331845
7739,48246561,Apartamento T0 a 100 metros da praia com vista mar,67174688.0,Pedro,VILA NOVA DE GAIA,Canidelo,41.11533,-8.66079,Entire home/apt,100.0,2.0,0.0,nan,0.6233333333333334,1.0,345.0,0.0,127519/AL,2.0,f,0.0,nan,https://www.airbnb.com/rooms/48246561,1125.0,Entire rental unit,4.6066666666666665,4.663333333333333,4.37,4.543333333333334,4.203333333333334,4.3966666666666665,4.36,5.655046712399324
7740,49242447,GuestReady - Grandeur River Balcony Reborn,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14113,-8.61503,Entire home/apt,91.0,1.0,16.0,2022-04-30,0.82,245.0,300.0,4.0,110279/AL,6.0,f,0.0,nan,https://www.airbnb.com/rooms/49242447,365.0,Entire rental unit,4.44,4.31,4.63,4.13,4.88,4.25,4.5,1.0033049391951516
7741,48978857,Camões 312 Loft,395017377.0,Roberto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15386,-8.60926,Entire home/apt,46.0,2.0,21.0,2022-10-03,1.3,2.0,90.0,15.0,113069/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/48978857,30.0,Entire loft,4.95,4.9,5.0,4.95,4.86,5.0,4.76,0.4931906054967024
7742,48276483,Hut F @ LovelyMemories,391837499.0,Lovely Memories,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15654,-8.6117,Entire home/apt,60.0,2.0,81.0,2022-11-13,3.7,20.0,115.0,45.0,Exempt,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/48276483,1125.0,Hut,4.86,4.77,4.48,4.83,4.77,4.73,4.67,0.7745941196039657
7743,49247030,Retiro da Praia da Aguda,397274621.0,Emilia Goreti,VILA NOVA DE GAIA,Arcozelo,41.04524,-8.64712,Entire home/apt,72.0,2.0,41.0,2022-10-10,2.37,1.0,336.0,31.0,107089/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49247030,30.0,Entire guesthouse,4.95,4.93,5.0,4.9,4.68,4.88,4.71,11.994646516793061
7744,48295198,ChillHouse_Porto - Praça da República 1.1,16944558.0,Juliana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15474,-8.61056,Entire home/apt,60.0,2.0,17.0,2022-10-09,0.9,6.0,311.0,10.0,114214/AL,3.0,t,92.0,within an hour,https://www.airbnb.com/rooms/48295198,1125.0,Entire rental unit,4.94,4.88,4.47,4.71,4.82,4.65,4.65,0.5722504062528104
7745,49258767,Alberti's House 2 - Oporto Central Apartment,135427144.0,Pamela,PORTO,Bonfim,41.14283,-8.59772,Entire home/apt,41.0,2.0,73.0,2022-12-06,3.72,2.0,169.0,46.0,115283/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49258767,1125.0,Entire loft,4.85,4.97,4.95,4.95,4.75,4.81,4.81,1.3359042079373513
7746,49269158,New charming apartment river view Myriverplace N.5,1872636.0,Pedro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.135864,-8.611624,Entire home/apt,62.0,2.0,78.0,2022-11-29,4.24,6.0,249.0,65.0,116072/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49269158,365.0,Entire rental unit,4.92,5.0,4.69,4.96,5.0,4.91,4.91,1.5285762611036828
7748,49272363,"Villa Invicta, Oporto Centre",264456639.0,Beatriz,PORTO,Bonfim,41.14582,-8.60084,Entire home/apt,50.0,2.0,35.0,2022-10-23,1.81,2.0,218.0,25.0,115440/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49272363,1125.0,Entire rental unit,4.91,4.91,5.0,5.0,4.97,4.97,4.89,0.9413827795880224
7749,49280442,GuestReady - Luxus Alves da Veiga Terrace,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14844,-8.60418,Entire home/apt,47.0,1.0,38.0,2022-06-24,1.89,245.0,300.0,15.0,89893/AL,3.0,f,0.0,nan,https://www.airbnb.com/rooms/49280442,365.0,Entire rental unit,4.08,3.97,3.34,4.18,4.53,3.71,3.87,0.5772598303803805
7750,49281802,Quarto individual na Constituição,369122221.0,Guilherme,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16207,-8.61459,Private room,19.0,5.0,27.0,2022-12-02,1.36,3.0,261.0,12.0,Exempt,1.0,f,91.0,within a few hours,https://www.airbnb.com/rooms/49281802,1125.0,Private room in rental unit,4.52,4.67,4.22,4.56,4.52,4.44,4.63,1.4205984635646158
7751,49281986,The North Spot     .,397635891.0,Daniel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15038,-8.61453,Entire home/apt,51.0,2.0,108.0,2022-12-04,6.51,1.0,203.0,70.0,114019/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/49281986,1125.0,Entire condo,4.98,4.99,5.0,4.95,4.94,4.96,4.94,0.31606781009076707
7752,49283161,Light Cozy Studio in Bonfim w/ Romantic Balcony,46437461.0,Eran,PORTO,Bonfim,41.14247,-8.59759,Entire home/apt,35.0,2.0,6.0,2022-12-05,0.39,6.0,257.0,4.0,115316/AL,2.0,f,97.0,within an hour,https://www.airbnb.com/rooms/49283161,270.0,Entire rental unit,4.5,4.67,4.33,5.0,5.0,4.5,4.5,1.3677217049524948
