name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Oporto Viva la Vida central apartment near Bolhão,28228281,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1477634,-8.604138299999999,Entire home/apt,70,2,1,2022-12-14,1.0,4,319,1,132218/AL
"Swimming Pool Luxury House, with AC Downtown Porto",92797951,Claudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14799,-8.61879,Entire home/apt,52,1,4,2022-12-11,2.67,31,143,4,133366/AL
Quarto para se encantar.2 / amazingroom2live.2,287088589,Allan E Ewerton,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12976,-8.62191,Private room,41,1,3,2022-10-30,1.45,2,364,3,Exempt
GuestReady - Cosy apartment in Vila Nova de Gaia,483698982,Liliane,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12398,-8.63126,Entire home/apt,75,1,9,2022-12-10,4.66,1,266,9,129153/AL
Appartement près de Porto,482766443,Margarida,VILA NOVA DE GAIA,Arcozelo,41.05557,-8.65107,Entire home/apt,65,2,0,,,1,362,0,134272/AL
LU1.2 Quarto duplo com cama de Casal,250524263,Entre Amigos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1629192,-8.6234067,Private room,39,5,0,,,28,84,0,93125/AL
Cedofeita Balcony,62066405,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15114,-8.61684,Entire home/apt,72,1,13,2022-12-09,6.72,2,253,13,115611/AL
GuestReady - The New Stylish Gaia,484896114,Hugo,VILA NOVA DE GAIA,Canidelo,41.13514,-8.64478,Entire home/apt,40,1,6,2022-12-03,4.0,1,219,6,55201/AL
GuestReady - Alluring Scent,266681134,Silvia,PORTO,Lordelo do Ouro e Massarelos,41.1539,-8.64737,Entire home/apt,45,2,0,,,1,0,0,97212/AL
Quarto de Casal em Hostel Boa localização. PE,464267526,Wilno,PORTO,Bonfim,41.14895,-8.59778,Private room,32,1,3,2022-12-11,3.0,14,346,3,93124/AL
Quarto encantador Sra. da Hora,482859547,Simple,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1917158,-8.6518283,Private room,30,4,0,,,1,154,0,104648/AL
Porto Center Apartment 6T,77153972,Silvia & Edu,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15422,-8.60909,Entire home/apt,60,2,2,2022-12-01,0.98,19,333,2,31950/AL
"Procuras um lugar calmo e agradável. 
Vem conhecer",268827273,Sandra Cristina,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19468,-8.6164,Private room,35,1,1,2022-10-23,0.54,2,285,1,Exempt
Quarto#4 Casa Encantadora @Porto,284844095,Sónia,PORTO,Ramalde,41.17392,-8.64002,Private room,24,2,1,2022-11-10,0.81,4,90,1,120842/AL
Sunny Porto place by the beach (with a pool),37817760,Sílvia,VILA NOVA DE GAIA,Madalena,41.1063,-8.66051,Entire home/apt,55,4,0,,,2,145,0,132217/AL
Adjacent apartments provide 2BR/2BA (with privacy),7902816,Drew,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14976,-8.6135,Entire home/apt,158,4,0,,,4,52,0,131987/AL
Taylors apartment by Innkeeper,203773123,Innkeeper,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13672,-8.61251,Entire home/apt,42,2,1,2022-11-15,0.91,2,356,1,116070/AL
Olinda apartment,482883608,Michaela,VILA DO CONDE,Vila do Conde,41.35016,-8.74975,Entire home/apt,80,3,0,,,1,112,0,132821/AL
Lapa 84-A,64355760,Martinha,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3749679,-8.7617006,Entire home/apt,99,2,0,,,2,350,0,133061/AL
Excelente Quarto em Apto T3,205936067,Jorge,VALONGO,Ermesinde,41.2145414,-8.55781,Private room,31,2,1,2022-10-31,0.64,1,345,1,Exempt
Sandeman's apartment by Innkeeper,203773123,Innkeeper,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13513,-8.61176,Entire home/apt,38,2,4,2022-12-06,2.45,2,348,4,116070/AL
Fabrica No Jardim,139110639,Ruis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15145,-8.61251,Entire home/apt,150,2,0,,,59,339,0,122103/AL
FLH Porto Ribeira with River View,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14026,-8.61284,Entire home/apt,119,1,4,2022-11-24,2.18,85,327,4,132957/AL
The Alluring - Central and Spacious 2 Bedroom,391837499,Lovely Memories,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14675282541594,-8.606743900000005,Entire home/apt,158,2,6,2022-11-28,2.9,20,357,6,Exempt
"Stunning, new and private terrace @Rivoli Theatre",71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.60911,Entire home/apt,57,1,1,2022-10-31,0.64,35,197,1,129501/AL
Salgueiral Terrace Apartment,16327591,Diana & Bernardo,PORTO,Paranhos,41.17385,-8.59029,Entire home/apt,70,7,0,,,2,259,0,122217/AL
Plan C Apartment by YourHost,431283509,YourHost,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1463383,-8.6050871,Entire home/apt,43,2,1,2022-10-25,0.56,13,365,1,121634/AL
GuestReady - São Domingos - Old Walls,483934604,U In Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14206,-8.61475,Entire home/apt,80,1,9,2022-12-11,5.09,1,291,9,59927/AL
A Formosa - Premium @ Porto City Centre,485014119,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.147535,-8.6037002,Entire home/apt,69,1,1,2022-12-03,1.0,1,343,1,132344/AL
Spacious Fresh Flat w/ Terrace | Near Sea,12730028,Host Wise,ESPINHO,Espinho,41.00972,-8.63966,Entire home/apt,108,1,0,,,190,261,0,122553/AL
Suite Apartments2Stay I Porto-Flores,476382707,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.143358,-8.614679,Entire home/apt,81,1,0,,,2,365,0,40679/AL
Oporto Golden Flat,482930578,Golden,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14713,-8.60683,Entire home/apt,63,3,2,2022-10-30,0.97,1,365,2,128376/AL
Alegria Porto by We Do Living,483009437,Teresa,PORTO,Bonfim,41.15163,-8.60331,Entire home/apt,200,2,0,,,1,307,0,129500/AL
Breakfast included | Pool | City Center | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60464,Entire home/apt,55,1,0,,,18,343,0,75641/AL
Breakfast included | Balcony | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14713,-8.60356,Entire home/apt,55,1,0,,,18,338,0,75641/AL
Breakfast included | Kitchenette | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1467,-8.605,Entire home/apt,55,1,0,,,18,299,0,75641/AL
Breakfast included | Online Check In | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14706,-8.60474,Private room,55,1,0,,,18,340,0,75641/AL
Kitchenette | Pool | City Center | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.6055,Entire home/apt,55,1,1,2022-11-13,0.86,18,343,1,75641/AL
Online Check In | Balcony | Pool | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14824,-8.60513,Entire home/apt,55,1,1,2022-11-13,0.86,18,338,1,221450470
Rustic Colorful Flats | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15792,-8.6102,Entire home/apt,999,2,0,,,190,350,0,10515/AL
New Luxury City Center Emporium,483961224,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1518909,-8.606035499999999,Entire home/apt,205,28,2,2022-11-12,1.25,1,352,2,126273/AL
Spacious mezanine apartment,197232077,Bruna E Philippe,PORTO,Campanhã,41.14718,-8.58853,Entire home/apt,100,1,0,,,2,0,0,130270/AL
Estudio charmoso no centro da cidade,46995680,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14334485904243,-8.607073896295175,Entire home/apt,62,1,7,2022-12-10,3.75,2,264,7,132592/AL
New! Historical Corner by Upperground,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1491788,-8.6167418,Entire home/apt,48,2,14,2022-12-10,6.77,20,346,14,69857/AL
Wonderful Flat Near River w/ AC by LovelyStay,483966895,Aviad,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.62027,Entire home/apt,48,2,5,2022-12-04,2.68,1,245,5,131762/AL
GuestReady - The New Moonstone flat,485048647,Hugo,PORTO,Bonfim,41.14714,-8.60128,Entire home/apt,60,1,6,2022-12-08,4.19,1,273,6,121673/AL
"Loft en zona tranquila, primer piso, cerca maia",462545407,Luis,MAIA,Castêlo da Maia,41.27868,-8.60749,Entire home/apt,60,10,0,,,1,90,0,Exempt
Fabulous apartment by Douro River,484274671,A Window To Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14128,-8.61261,Entire home/apt,64,3,1,2022-11-07,0.75,1,353,1,131267/AL
Modern Cativo Apartment by LovelyStay,483025081,Rudy,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14418,-8.61021,Entire home/apt,72,2,6,2022-11-29,3.16,1,258,6,127652/AL
Peaceful Cozy Flats | Central,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15076,-8.62101,Entire home/apt,900,2,0,,,190,304,0,38316/AL
Private Simple Houses | Center,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15112,-8.62072,Entire home/apt,900,2,0,,,190,304,0,38316/AL
Apartment Oporto  Douro River,484071773,Carina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14437941159607,-8.621340985319524,Entire home/apt,91,2,0,,,1,365,0,Exempt
Quarto duplo com casa de banho partilhada,458370690,Madalena,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12942,-8.61032,Private room,48,1,0,,,1,354,0,131261/AL
Apartamento4. Centro do Porto,250524263,Entre Amigos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15051649999999,-8.605608499999999,Entire home/apt,30,5,1,2022-11-20,1.0,28,102,1,93125/AL
MX Porto Unique Top View,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14283,-8.60381,Entire home/apt,114,1,4,2022-12-09,2.55,45,350,4,133977/AL
Herança dos Mercadores,76223539,BnBird,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14190740000001,-8.6133318,Entire home/apt,40,3,4,2022-11-25,2.26,62,319,4,127692/AL
Charming loft apartment in Matosinhos,483127238,Isabel And James,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1866208,-8.6915821,Entire home/apt,80,2,0,,,1,273,0,134199/AL
SIZE Flats - Apartment 3.2,167137013,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1472516,-8.613967299999999,Entire home/apt,46,1,3,2022-11-27,2.43,10,341,3,101174/AL
"Douro terrace,vista infinita para o Douro!",261856387,Douro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13696,-8.61464,Entire home/apt,135,2,0,,,1,268,0,127215/AL
Infante Royal Suíte 1,483131871,Infante Royal,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1410583,-8.614275899999999,Private room,85,1,0,,,2,351,0,123903/AL
Oporto Blue Lapa/Original Citycenter House!,57981416,Oporto Blue Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15724,-8.61481,Entire home/apt,43,1,4,2022-11-14,2.55,8,119,4,133187/AL
Casinha do amor,4790748,Vera,VILA NOVA DE GAIA,Pedroso e Seixezelo,41.04131,-8.55537,Entire home/apt,230,1,0,,,2,362,0,104423/AL
Gorgeous Art Apartment by Unique Hosts,444283165,Unique Hosts,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.17043766948239,-8.664846448858041,Entire home/apt,60,2,3,2022-12-09,3.0,13,351,3,133420/AL
"Low-cost Parking, 2-min Metro, Garden, 2-bedroom",151352873,Liu-Qi,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15753,-8.61052,Entire home/apt,76,2,4,2022-12-04,2.73,12,61,4,122804/AL
Cozy Studio Apartment in Bonfim,134888431,Bonfim 234,PORTO,Bonfim,41.14875,-8.59729,Entire home/apt,67,2,0,,,5,354,0,131460/AL
GuestReady - Amazing Studio in the heart of Porto,485180210,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14535,-8.61349,Entire home/apt,80,1,9,2022-12-07,5.63,1,285,9,105755/AL
Cheerful Sunny Flat | Historical Center,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14614,-8.60214,Entire home/apt,85,1,0,,,190,0,0,122553/AL
Spacious Silver Flat | Ribeira,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14381,-8.61258,Entire home/apt,85,1,1,2022-11-13,0.86,190,259,1,99955/AL
GuestReady - Alegria House 4,475268828,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14693,-8.60347,Entire home/apt,147,1,11,2022-12-08,6.0,4,203,11,55201/AL
Praça da República - Bright 2BR Hammock Flat,45556429,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1553066,-8.6115294,Entire home/apt,58,1,1,2022-11-06,0.73,3,341,1,131576/AL
Spacious Central Flat w/ Netflix by Host Wise,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1491,-8.6052,Entire home/apt,86,1,1,2022-11-27,1.0,190,284,1,115132/AL
GuestReady - High-Life,484117614,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14537,-8.60482,Entire home/apt,60,1,4,2022-12-06,2.79,2,297,4,132511/AL
OHH Fontainhas 1F- Lovely Studio,485326565,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14484,-8.60372,Entire home/apt,96,2,1,2022-11-01,0.65,1,365,1,133827/AL
Oporto Batalha Nice View Flat,88204895,Tomas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14677,-8.6067,Entire home/apt,55,1,0,,,26,250,0,133971/AL
Sunset Design Apartment by Cozy Stay,483153448,Patrícia,PORTO,Lordelo do Ouro e Massarelos,41.14727,-8.6599,Entire home/apt,113,1,1,2022-10-16,0.48,1,344,1,132538/AL
Suite Jasmim,197010397,Palmira,GONDOMAR,Rio Tinto,41.18117,-8.58305,Private room,90,2,0,,,2,260,0,73601/AL
Cheerful Tiny Studio | Historical Center,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14466,-8.6022,Entire home/apt,56,1,0,,,190,0,0,122553/AL
Feel Discovery Casa da Pedra,190989524,Rui,AROUCA,Moldes,40.91001,-8.22871,Entire home/apt,410,1,0,,,2,362,0,118826/AL
Nomad's Easy Stay - 1BED 6th Floor Campanhã,164595585,Nomad City Flats,PORTO,Campanhã,41.15028,-8.5882,Entire home/apt,92,1,0,,,38,364,0,129989/AL
Big flat in the BEST location 2F,20323502,Idan,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14772,-8.60579,Entire home/apt,36,1,1,2022-11-13,0.86,18,363,1,Exempt
Urban House - H - by LovelyStay,473432411,Urban,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16138,-8.61376,Entire home/apt,32,2,1,2022-11-28,1.0,9,249,1,130263/AL
Lapa 84,64355760,Martinha,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3771,-8.76247,Entire home/apt,97,2,0,,,2,357,0,133062/AL
Superbe appartement avec vue sur la Rivière Douro,99100350,Nelson,PORTO,Campanhã,41.14501805982737,-8.580107353627682,Entire home/apt,150,1,0,,,1,365,0,Exempt
Big flat in the BEST location 2T,20323502,Idan,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14887,-8.60736,Entire home/apt,34,1,8,2022-12-09,6.67,18,353,8,Exempt
Modern and luxurious flat for working and living,462258621,Lurdes,PORTO,Lordelo do Ouro e Massarelos,41.1512168,-8.6260605,Entire home/apt,80,2,0,,,6,297,0,133376/AL
"Sleek & contemporary, sun-kissed apt in Foz (West Porto) by LovelyStay",483172435,Carla And Sören,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15113,-8.66375,Entire home/apt,78,2,1,2022-11-03,0.68,1,358,1,132577/AL
Industrial design and beach,30875542,Andrea,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18116,-8.69239,Entire home/apt,58,2,5,2022-11-20,2.54,2,65,5,132198/AL
Stylish apartment at Bolhao,194891587,Licinio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.150856,-8.6066302,Entire home/apt,70,2,4,2022-12-07,2.79,2,164,4,63253/AL
New Villa on Gondomar close Heart Oporto,88204895,Tomas,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.14605,-8.56894,Entire home/apt,49,1,0,,,26,267,0,Exempt
OHH- Cais das Pedra- near the river 2,473460682,Bernardo,PORTO,Lordelo do Ouro e Massarelos,41.1460039,-8.6301197,Entire home/apt,49,1,0,,,2,365,0,131586/AL
Historical Bolhão Market Flat - With AC!,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1494049,-8.6036051,Entire home/apt,69,2,7,2022-12-10,3.39,45,312,7,121061/AL
Three Magi Residence - Sunny Suite,446638642,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14621,-8.605723099999999,Private room,40,1,1,2022-11-13,0.86,8,346,1,122588/AL
Apartamento5. Varanda Centro do Porto,250524263,Entre Amigos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15051649999999,-8.605608499999999,Entire home/apt,52,5,0,,,28,73,0,93125/AL
ORM Pinto Bessa Apartment,19887538,Oporto Rental Management,PORTO,Bonfim,41.1496447,-8.589642099999999,Entire home/apt,76,2,1,2022-11-11,0.83,42,345,1,133449/AL
Oporto downtown Loft Almada 1,15812594,Patricia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14944014444645,-8.612157401476896,Entire home/apt,52,2,3,2022-12-09,1.84,1,349,3,133832/AL
GuestReady - Revolution 1842,485440974,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16472,-8.62364,Entire home/apt,80,1,0,,,1,284,0,77530/AL
Modern Gaia with Balcony by Homing,261736034,Homing Porto,VILA NOVA DE GAIA,Canidelo,41.12909,-8.65086,Entire home/apt,55,1,0,,,44,344,0,102518/AL
See You Around - Loft Seixo,52016990,Claudia,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18839,-8.62923,Entire home/apt,53,2,1,2022-11-20,1.0,3,330,1,101445/AL
Liiiving in Porto - Garden Light Mezzanine,30907275,Liiiving,PORTO,Bonfim,41.15012,-8.60087,Entire home/apt,96,2,0,,,113,285,0,74093/AL
"Taipas Townhouse - Boutique Apart, Historic Centre",10509773,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14192,-8.61834,Entire home/apt,229,3,5,2022-11-28,2.59,5,344,5,132095/AL
FLH Porto Classic Apartment with Terrace,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.61599,Entire home/apt,78,1,0,,,85,346,0,55336/AL
FLH Porto Classic Apartment,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15498,-8.61675,Entire home/apt,101,1,1,2022-10-30,0.61,85,252,1,55336/AL
Ferreirinhas Beach House,484287339,Júlio,VILA DO CONDE,Vila do Conde,41.36733,-8.76094,Entire home/apt,95,7,0,,,1,360,0,134338/AL
Quarto#1 Casa Encantadora @Porto,284844095,Sónia,PORTO,Ramalde,41.17363,-8.6409,Private room,35,3,2,2022-11-09,1.28,4,88,2,120842/AL
Two Bedroom Apartment with Sea View/Espinho,39794958,Kate,ESPINHO,Espinho,41.0092,-8.64412,Entire home/apt,217,1,0,,,2,349,0,287
Quarto#2 Casa Encantadora @Porto,284844095,Sónia,PORTO,Ramalde,41.17365,-8.64176,Private room,26,3,2,2022-11-12,1.15,4,90,2,120842/AL
New! MY DOURO VIEW Stunning Apartment River Front,17125483,Patrícia,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14244,-8.62561,Entire home/apt,117,2,7,2022-12-14,4.77,3,252,7,132937/AL
HM - Design Apartment Porto,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.62106,Entire home/apt,78,2,0,,,41,363,0,36047/AL
"aconchegante, próximo de várias cidades turísticas",260681458,Rosana,TROFA,Bougado (São Martinho e Santiago),41.32535,-8.56918,Entire home/apt,60,2,0,,,1,358,0,Exempt
Mezzanine Cozy House,1152373,Nina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1519803,-8.6136302,Entire home/apt,69,2,0,,,2,335,0,58537/AL
Lovely 2 Bedroom Flat with sea view patio,109597974,Goncalo,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.25079,-8.72226,Entire home/apt,154,4,0,,,1,174,0,597008
New! Porto's Heritage by UpperGround,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.161507,-8.6048374,Entire home/apt,59,2,1,2022-12-11,1.0,20,345,1,41183/AL
New! Cozy Stay @ Porto by Upperground,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14672849999999,-8.603300299999999,Entire home/apt,47,2,0,,,20,358,0,76807/AL
Youropo - The Tower 5f,16922131,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14456,-8.61335,Entire home/apt,78,1,0,,,86,365,0,123450/AL
Hostel Ângel by Prada City House.,57182314,Denildes,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11389,-8.60322,Private room,48,2,0,,,4,365,0,126136/AL
Locally Yours Flores Oporto I,368252415,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14361,-8.61089,Entire home/apt,115,1,1,2022-10-23,0.54,8,364,1,131942/AL
Locally Yours Flores Oporto III,368252415,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14587,-8.61166,Entire home/apt,115,1,0,,,8,364,0,131951/AL
Locally Yours Flores Oporto II,368252415,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14528,-8.61102,Entire home/apt,115,1,0,,,8,364,0,131945/AL
Locally Yours Flores Oporto IV,368252415,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14355,-8.61127,Entire home/apt,115,1,0,,,8,364,0,131953/AL
Downtown Trindade With Terrace,452918929,V.U.L,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15593,-8.61042,Entire home/apt,48,1,2,2022-12-08,1.15,56,351,2,132505/AL
ORM Catedral Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14282,-8.60958,Entire home/apt,51,1,2,2022-12-11,2.0,42,350,2,120485/AL
Bonjóia Porto Guest House,211834326,Atrio Rebelde,PORTO,Campanhã,41.15269555144784,-8.57968124536063,Entire home/apt,52,1,1,2022-12-04,1.0,1,300,1,134041/AL
GuestReady - The Little House in Porto,483299115,André,PORTO,Campanhã,41.15228,-8.5853,Entire home/apt,66,1,2,2022-11-14,1.25,1,300,2,131750/AL
Marquês Rooftop AL,2362572,Casa Minha Portugal,PORTO,Bonfim,41.16132101244384,-8.60148596621546,Private room,70,2,0,,,1,199,0,132936
